equipmentId,itemId,itemName,type,unit,required,minValue,maxValue,freqHours
QH2-O-P04E12,QH2-O-P04E12I01,65米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,2
QH2-O-P05E01,QH2-O-P05E01I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P05E02,QH2-O-P05E02I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P05E03,QH2-O-P05E03I01,管道及阀门：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P05E04,QH2-O-P05E04I01,57米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E01,QH2-O-P06E01I01,风机/电机轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P06E01,QH2-O-P06E01I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E01,QH2-O-P06E01I03,电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E01,QH2-O-P06E01I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E01,QH2-O-P06E01I05,润滑油回路 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E02,QH2-O-P06E02I01,反吹投运情况 ：反吹正常,BOOLEAN,,YES,,,4
QH2-O-P06E03,QH2-O-P06E03I01,风机/电机轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P06E03,QH2-O-P06E03I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E03,QH2-O-P06E03I03,电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E03,QH2-O-P06E03I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E03,QH2-O-P06E03I05,润滑油回路 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E04,QH2-O-P06E04I01,反吹投运情况 ：反吹正常,BOOLEAN,,YES,,,4
QH2-O-P06E05,QH2-O-P06E05I01,风机/电机轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P06E05,QH2-O-P06E05I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E05,QH2-O-P06E05I03,电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E05,QH2-O-P06E05I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,4
QH2-O-P06E05,QH2-O-P06E05I05,润滑油回路 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E06,QH2-O-P06E06I01,反吹投运情况 ：反吹正常,BOOLEAN,,YES,,,4
QH2-O-P06E07,QH2-O-P06E07I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E08,QH2-O-P06E08I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E09,QH2-O-P06E09I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E10,QH2-O-P06E10I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E11,QH2-O-P06E11I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E12,QH2-O-P06E12I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P06E13,QH2-O-P06E13I01,48米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P07E01,QH2-O-P07E01I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P07E02,QH2-O-P07E02I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P07E03,QH2-O-P07E03I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P07E04,QH2-O-P07E04I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P07E05,QH2-O-P07E05I01,43米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P08E01,QH2-O-P08E01I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P08E02,QH2-O-P08E02I01,33TG0003就地温度 ：是否正常,NUMBER,°C,YES,,260,4
QH2-O-P08E03,QH2-O-P08E03I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P08E04,QH2-O-P08E04I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P08E05,QH2-O-P08E05I01,33PG0044 就地压力 ：是否正常,NUMBER,MPa,YES,,,4
QH2-O-P08E06,QH2-O-P08E06I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P08E07,QH2-O-P08E07I01,38米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P09E01,QH2-O-P09E01I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P09E02,QH2-O-P09E02I01,33PG0001 就地压力 ：是否正常,NUMBER,MPa,YES,3.5,3.9,4
QH2-O-P09E02,QH2-O-P09E02I02,33TG0001 就地温度 ：是否正常,NUMBER,°C,YES,15,50,4
QH2-O-P09E03,QH2-O-P09E03I01,35FG0014 就地流量 ：是否正常,NUMBER,Nm3/h,YES,60,150,4
QH2-O-P09E04,QH2-O-P09E04I01,35FG0064 就地流量 ：是否正常,NUMBER,Nm3/h,YES,60,150,4
QH2-O-P09E05,QH2-O-P09E05I01,疏水器及管道 ：无泄漏,BOOLEAN,,YES,,,4
QH2-O-P09E06,QH2-O-P09E06I01,32米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P10E01,QH2-O-P10E01I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P10E02,QH2-O-P10E02I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P10E03,QH2-O-P10E03I01,管道及阀门 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P10E04,QH2-O-P10E04I01,管道及阀门 ：无泄漏,BOOLEAN,,YES,,,4
QH2-O-P10E05,QH2-O-P10E05I01,33LG1001 就地液位 ：是否正常,NUMBER,cm,YES,,,4
QH2-O-P10E06,QH2-O-P10E06I01,运行情况 ：无异音、无异常振动,BOOLEAN,,YES,,,4
QH2-O-P10E07,QH2-O-P10E07I01,运行情况 ：无异音、无异常振动,BOOLEAN,,YES,,,4
QH2-O-P10E08,QH2-O-P10E08I01,39LG5005 就地液位 ：是否正常,NUMBER,cm,YES,,,4
QH2-O-P10E09,QH2-O-P10E09I01,合成气管道 ：无泄漏,BOOLEAN,,YES,,,4
QH2-O-P10E09,QH2-O-P10E09I02,24米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
QH2-O-P11E01,QH2-O-P11E01I01,电机轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P11E01,QH2-O-P11E01I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E01,QH2-O-P11E01I03,电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E01,QH2-O-P11E01I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E01,QH2-O-P11E01I05,润滑油回路 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E01,QH2-O-P11E01I06,泵轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P11E01,QH2-O-P11E01I07,电机驱动端/非驱动轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E01,QH2-O-P11E01I08,泵驱动端/非驱动轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E01,QH2-O-P11E01I09,驱动端机封冷却器温度 ：是否正常，超过50°C汇报,NUMBER,°C,YES,20,50,2
QH2-O-P11E01,QH2-O-P11E01I10,非驱动端机封冷却器 ：是否正常，超过50°C汇报,NUMBER,°C,YES,20,50,2
QH2-O-P11E01,QH2-O-P11E01I11,冷却水回路 ：是否畅通，事故冷却水是否投运，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E02,QH2-O-P11E02I01,电机轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P11E02,QH2-O-P11E02I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E02,QH2-O-P11E02I03,电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E02,QH2-O-P11E02I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E02,QH2-O-P11E02I05,润滑油回路 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E02,QH2-O-P11E02I06,泵轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P11E02,QH2-O-P11E02I07,电机驱动端/非驱动轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E02,QH2-O-P11E02I08,泵驱动端/非驱动轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E02,QH2-O-P11E02I09,驱动端机封冷却器温度 ：是否正常，超过50°C汇报,NUMBER,°C,YES,20,50,2
QH2-O-P11E02,QH2-O-P11E02I10,非驱动端机封冷却器 ：是否正常，超过50°C汇报,NUMBER,°C,YES,20,50,2
QH2-O-P11E02,QH2-O-P11E02I11,冷却水回路 ：是否畅通，事故冷却水是否投运，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E03,QH2-O-P11E03I01,电机轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P11E03,QH2-O-P11E03I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E03,QH2-O-P11E03I03,电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E03,QH2-O-P11E03I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E03,QH2-O-P11E03I05,润滑油回路 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E03,QH2-O-P11E03I06,泵轴承振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,8
QH2-O-P11E03,QH2-O-P11E03I07,电机驱动端/非驱动轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E03,QH2-O-P11E03I08,泵驱动端/非驱动轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E03,QH2-O-P11E03I09,驱动端机封冷却器温度 ：是否正常，超过50°C汇报,NUMBER,°C,YES,20,50,2
QH2-O-P11E03,QH2-O-P11E03I10,非驱动端机封冷却器 ：是否正常，超过50°C汇报,NUMBER,°C,YES,20,50,2
QH2-O-P11E03,QH2-O-P11E03I11,冷却水回路 ：是否畅通，事故冷却水是否投运，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E04,QH2-O-P11E04I01,投用情况 ：水流是否正常，排水温度超过40°C汇报,NUMBER,°C,YES,,40,2
QH2-O-P11E05,QH2-O-P11E05I01,柴油管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E05,QH2-O-P11E05I02,燃料气管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E05,QH2-O-P11E05I03,天然气管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E06,QH2-O-P11E06I01,风机/电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E06,QH2-O-P11E06I02,润滑油油位 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E06,QH2-O-P11E06I03,轴承箱温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E06,QH2-O-P11E06I04,电机驱动端温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E06,QH2-O-P11E06I05,电机非驱动端温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E06,QH2-O-P11E06I06,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E06,QH2-O-P11E06I07,风机运行情况 ：风机及出口软连接无漏风现象,BOOLEAN,,YES,,,2
QH2-O-P11E07,QH2-O-P11E07I01,给煤机/电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E07,QH2-O-P11E07I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E07,QH2-O-P11E07I03,电机非驱动端轴承 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E07,QH2-O-P11E07I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E07,QH2-O-P11E07I05,清扫电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E07,QH2-O-P11E07I06,清扫电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E07,QH2-O-P11E07I07,清扫电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E07,QH2-O-P11E07I08,清扫电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E07,QH2-O-P11E07I09,给煤机尾部就地温度 ：是否正常，超过40°C汇报,NUMBER,°C,YES,15,40,2
QH2-O-P11E07,QH2-O-P11E07I10,给煤机运行情况 ：密封氮气是否投入，头尾部照明是否正常，皮带有无划痕,BOOLEAN,,YES,,,2
QH2-O-P11E07,QH2-O-P11E07I11,清扫链运行情况 ：清扫链是否打“2”位运行，清扫链工作正常,BOOLEAN,,YES,,,2
QH2-O-P11E08,QH2-O-P11E08I01,柴油管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E08,QH2-O-P11E08I02,燃料气管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E08,QH2-O-P11E08I03,天然气管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E09,QH2-O-P11E09I01,风机/电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E09,QH2-O-P11E09I02,润滑油油位 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E10,QH2-O-P11E10I01,轴承箱温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E09,QH2-O-P11E09I03,电机驱动端温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E09,QH2-O-P11E09I04,电机非驱动端温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E09,QH2-O-P11E09I05,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E09,QH2-O-P11E09I06,风机运行情况 ：风机及出口软连接无漏风现象,BOOLEAN,,YES,,,2
QH2-O-P11E11,QH2-O-P11E11I01,给煤机/电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E11,QH2-O-P11E11I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E11,QH2-O-P11E11I03,电机非驱动端轴承 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E11,QH2-O-P11E11I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E11,QH2-O-P11E11I05,清扫电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E11,QH2-O-P11E11I06,清扫电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E11,QH2-O-P11E11I07,清扫电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E11,QH2-O-P11E11I08,清扫电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E11,QH2-O-P11E11I09,给煤机尾部就地温度 ：是否正常，超过40°C汇报,NUMBER,°C,YES,15,40,2
QH2-O-P11E11,QH2-O-P11E11I10,给煤机运行情况 ：密封氮气是否投入，头尾部照明是否正常，皮带有无划痕,BOOLEAN,,YES,,,2
QH2-O-P11E11,QH2-O-P11E11I11,清扫链运行情况 ：清扫链是否打“2”位运行，清扫链工作正常,BOOLEAN,,YES,,,2
QH2-O-P11E12,QH2-O-P11E12I01,柴油管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E12,QH2-O-P11E12I02,燃料气管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E12,QH2-O-P11E12I03,天然气管道及阀门 ：无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E13,QH2-O-P11E13I01,风机/电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E13,QH2-O-P11E13I02,润滑油油位 ：油位不低于1/2，有无泄漏,BOOLEAN,,YES,,,2
QH2-O-P11E13,QH2-O-P11E13I03,轴承箱温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E13,QH2-O-P11E13I04,电机驱动端温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E13,QH2-O-P11E13I05,电机非驱动端温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E13,QH2-O-P11E13I06,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E13,QH2-O-P11E13I07,风机运行情况 ：风机及出口软连接无漏风现象,BOOLEAN,,YES,,,2
QH2-O-P11E14,QH2-O-P11E14I01,给煤机/电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E14,QH2-O-P11E14I02,电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E14,QH2-O-P11E14I03,电机非驱动端轴承 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E14,QH2-O-P11E14I04,电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E14,QH2-O-P11E14I05,清扫电机振动最大值 ：振动是否过大，有无异音,NUMBER,mm,YES,0.005,0.1,2
QH2-O-P11E14,QH2-O-P11E14I06,清扫电机驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E14,QH2-O-P11E14I07,清扫电机非驱动端轴承温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E14,QH2-O-P11E14I08,清扫电机本体温度 ：是否正常，超过60°C汇报,NUMBER,°C,YES,20,60,2
QH2-O-P11E14,QH2-O-P11E14I09,给煤机尾部就地温度 ：是否正常，超过40°C汇报,NUMBER,°C,YES,15,40,2
QH2-O-P11E14,QH2-O-P11E14I10,给煤机运行情况 ：密封氮气是否投入，头尾部照明是否正常，皮带有无划痕,BOOLEAN,,YES,,,2
QH2-O-P11E14,QH2-O-P11E14I11,清扫链运行情况 ：清扫链是否打“2”位运行，清扫链工作正常,BOOLEAN,,YES,,,2
QH2-O-P11E15,QH2-O-P11E15I01,16米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,2
QH2-O-P12E01,QH2-O-P12E01I01,33LG0001 就地液位 ：是否正常,NUMBER,cm,YES,,,4
QH2-O-P12E02,QH2-O-P12E02I01,管道及阀门 ：无漏灰、漏气,BOOLEAN,,YES,,,4
QH2-O-P12E03,QH2-O-P12E03I01,36LG0002 就地液位 ：是否正常,NUMBER,cm,YES,,,4
QH2-O-P12E04,QH2-O-P12E04I01,39TG5006 就地温度 ：是否正常,NUMBER,°C,YES,,100,4
QH2-O-P12E05,QH2-O-P12E05I01,39TG5007 就地温度 ：是否正常,NUMBER,°C,YES,15,40,4
QH2-O-P12E06,QH2-O-P12E06I01,8米层框架 ：无跑冒、无泄漏,BOOLEAN,,YES,,,4
,,,,,,,,
